Item,Chicken Cilantro Soup,Creamy Tomato Soup,Large Pizza,Simply Vegan Burrito,Mexican Style Vegetarian Burrito,Kale Salad,Acai Blend,Tropical Smoothie,Chicken Wrap,Quinoa Kale Veggie Wrap
Price,$5.99,$5.99,$19.99,$10.99,$10.99,$10.99,$7.99,$6.99,$11.99,$9.99
