Item,Pineapple Dole Whip,Grey Stuff Gâteau,Raspberry Rose Mickey Macaron,Mickey-Shaped Beignets - 3 Pack,Churro,Mickey Pretzel,Mickey Waffle with Powdered Sugar,Mickey Sugar Cookie,Blue Milk,Green Milk,Matterhorn Macaroon,Cheshire Cat Tail
Price,7.00,7.00,7.00,5.84,7.31,8.19,7.94,5.25,9.35,9.35,3.50,6.42
