Item,Chicken Shawarma Plate,Combination Plate,Homemade Baklava,Hummus,Chicken Shawarma Sandwich,Baba Gannoush,Falafel,Shawarma Fries,Chicken Kabab Plate,Shish Kabab Plate,Gyro Sandwich,Tabouleh Salad
Price,12.99,14.99,3.00,5.25,7.49,5.25,3.25,11.99,12.99,13.99,7.49,5.95
