Item,Tandoori Jumbo Shrimp,Assorted Appetizers,Muligataawany Soup,Chicken Tikka,Lamb Seekh Kabab,Murgh Makhni,Chicken Vandaloo,Fish Masala,Goat Curry,Aloo Gobi,Garlic Nan,Mango KULFI
Price,$15.95,$6.95,$3.95,$12.95,$15.95,$12.95,$12.95,$14.95,$12.95,$10.95,$1.95,$2.95
