Item,Chicken Crunchwrap Supreme,Chicken Soft Taco,Nacho Cheese Doritos Locos Taco - Seasoned Beef,Chicken Quesadilla,Chalupa Supreme - Seasoned Beef,Cheesy Fiesta Potatoes,Mexican Pizza,Mountain Dew Baja Blast Freeze - Regular,Dragon Fruit Freeze No Syrup - Regular,Cinnamon Twists
Item Price,5.84,2.80,3.50,4.55,3.97,1.51,4.67,3.26,3.26,1.17
