Item,Mapo Tofu,Fish Fillet in Hot Chili Oil,Deep Fried Chicken with Chili,Mao Xue Wang,Hot & Spicy Crayfish,Deep Fried Intestines with Chili,Red Braised Pork,Twice Cooked Pork,Kung Pao Chicken,Braised Belly with Tomato
Price,$12.00,$15.00,$13.00,$18.00,$18.00,$15.00,$15.00,$15.00,$13.00,$14.00
