Item,Classic Cheese Burger,Pizza Fries,Carnivore Special,Monster Burger,Garlic Bread,Onion Rings,Potato Skins,Vegetarian Salad,Roast Beef Melt
Price,10.75,11.50,15.50,16.75,3.55,7.15,7.15,9.25,10.35
