Item,Ninja Cali Burrito,Ninja Fries,Udon Noodles,Three Ninja Chicken Tacos,BBQ Short Ribs Salad Plate,Chicken Bowl,Combo Veggies Plate,Furious Chicken Bowl,Furious Ninja Dog,Large Drink
Price,9.99,8.49,5.99,5.99,12.99,5.99,9.49,9.49,8.99,2.49
