Item,French Toast Slam,Milk Shakes,All-American Slam,Build Your Own Grand Slam,Club Sandwich,Chicken Fajita Bowl,Ultimate Omelette,Blueberry Pancake Breakfast,Santa Fe Sizzlin' Skillet,Zesty Nachos
Price,$13.09,$6.09,$14.09,$11.89,$13.79,$14.19,$14.09,$10.19,$12.09,$10.59
