Item,Monster Boba Latte w/ Golden Boba,Mini Macarons,Strawberry Slush,Passionfruit Slush,Thai Tea Latte w/ Golden Boba,Hokkaido Oolong Milk Tea w/ Golden Boba,Matcha Milk Tea w/ Golden Boba,Brown Sugar Milk Tea,Taro Milk Tea w/ Golden Boba,Jasmine Green Milk Tea w/ Golden Boba
Price,4.95,10.00,4.25,4.25,4.50,4.50,4.50,4.50,4.50,4.50
